Feedstock,Feedstock_Type,Temperature_C,Yield_Perc,Carbon_perc,Carbon_amount,Carbon _Biomass,Carbon_rec,
Spruce stump,Woody biomass,300.00,55.60,NA,NA,45,NA,
Spruce stump,Woody biomass,300.00,46.20,NA,NA,45,NA,
Spruce bark,Woody biomass,225.00,90.40,NA,NA,45,NA,
Spruce bark,Woody biomass,225.00,81.50,NA,NA,45,NA,
Spruce bark,Woody biomass,225.00,72.50,NA,NA,45,NA,
Spruce bark,Woody biomass,275.00,68.50,NA,NA,45,NA,
Spruce bark,Woody biomass,300.00,63.00,NA,NA,45,NA,
Spruce bark,Woody biomass,300.00,60.50,NA,NA,45,NA,
Pine chips,Woody biomass,250.00,90.70,NA,NA,45,NA,
Pine chips,Woody biomass,270.00,85.00,NA,NA,45,NA,
Pine chips,Woody biomass,270.00,76.70,NA,NA,45,NA,
Pine chips,Woody biomass,290.00,72.20,NA,NA,45,NA,
Pine needle,Woody biomass,100.00,91.20,NA,NA,45,NA,
Pine needle,Woody biomass,300.00,48.60,NA,NA,45,NA,
Pine needle,Woody biomass,300.00,57.60,NA,NA,45,NA,
Pine pitch,Woody biomass,300.00,60.70,NA,NA,45,NA,
Hazelnut,Woody biomass,300.00,NA,NA,NA,45,NA,
Pine,Woody biomass,300.00,NA,NA,NA,45,NA,
Oak,Animal and human waste,300.00,NA,NA,NA,45,NA,
Oxytree pruning,Woody biomass,200.00,97.00,NA,NA,45,NA,
Olive trimmings,Herbaceous,300.00,52.00,NA,NA,45,NA,
Olive trimmings,Herbaceous,200.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,250.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,300.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,325.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,200.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,250.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,300.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,200.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,250.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,300.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,300.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,200.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,250.00,NA,NA,NA,45,NA,
Olive Pulp,Woody biomass,300.00,NA,NA,NA,45,NA,
Lodgepole pine grind,Woody biomass,160.00,NA,NA,NA,45,NA,
Lodgepole pine grind,Woody biomass,180.00,NA,NA,NA,45,NA,
Lodgepole pine grind,Woody biomass,230.00,NA,NA,NA,45,NA,
Lodgepole pine grind,Woody biomass,270.00,NA,NA,NA,45,NA,
Poultry litter,Animal and human waste,210.00,NA,NA,NA,45,NA,
Poultry litter,Animal and human waste,300.00,NA,NA,NA,45,NA,
Bull manure,Animal and human waste,300.00,42.00,NA,NA,45,NA,
Poutry manure,Animal and human waste,300.00,73.80,NA,NA,45,NA,
Digested dairy manure,Animal and human waste,300.00,42.00,NA,NA,45,NA,
Raw dairy manure,Animal and human waste,300.00,42.00,NA,NA,45,NA,
Food waste,Animal and human waste,300.00,42.00,NA,NA,45,NA,
Cattle manure,Animal and human waste,100.00,NA,NA,NA,45,NA,
Dairy manure,Animal and human waste,200.00,NA,NA,NA,45,NA,
Human manure,Animal and human waste,300.00,51.90,NA,NA,45,NA,
Sow manure,Animal and human waste,300.00,60.00,NA,NA,45,NA,
Turkey litter,Animal and human waste,350.00,58.10,NA,NA,45,NA,
Weaner manure,Animal and human waste,300.00,59.50,NA,NA,45,NA,
Paper mill sludge,Animal and human waste,300.00,73.00,NA,NA,45,NA,
Biosolids,Animal and human waste,200.00,75.30,NA,NA,45,NA,
Pine pitch,Woody biomass,300.00,60.70,NA,NA,45,NA,
Sludge,Herbaceous,300.00,72.30,NA,NA,45,NA,
Reed canary grass,Herbaceous,230.00,92.60,NA,NA,45,NA,
Wheat straw,Herbaceous,250.00,84.00,NA,NA,45,NA,
Wheat straw,Herbaceous,270.00,72.00,NA,NA,45,NA,
Wheat straw,Herbaceous,290.00,64.50,NA,NA,45,NA,
Wheat straw,Herbaceous,230.00,91.00,NA,NA,45,NA,
Wheat straw,Herbaceous,250.00,82.60,NA,NA,45,NA,
Cotton stalk,Herbaceous,270.00,71.50,NA,NA,45,NA,
Cotton stalk,Herbaceous,290.00,55.10,NA,NA,45,NA,
Cotton stalk,Herbaceous,220.00,NA,NA,NA,45,NA,
Cotton stalk,Herbaceous,250.00,NA,NA,NA,45,NA,
Cotton stalk,Herbaceous,280.00,NA,NA,NA,45,NA,
Corn,Herbaceous,300.00,NA,NA,NA,45,NA,
"Magnolia
leaves",Herbaceous,300.00,61.60,NA,NA,45,NA,
Switchgrass,Herbaceous,200.00,69.90,NA,NA,45,NA,
Grass,Herbaceous,200.00,NA,NA,NA,45,NA,
Miscanthus,Herbaceous,300.00,53.80,NA,NA,45,NA,
Orange peel ,Herbaceous,150.00,82.40,NA,NA,45,NA,
Orange peel,Herbaceous,250.00,61.60,NA,NA,45,NA,
Rice straw,Herbaceous,100.00,NA,NA,NA,45,NA,
Sawdust,Woody biomass,350.00,42.60,NA,NA,45,NA,
Sawdust,Woody biomass,450.00,42.40,NA,NA,45,NA,
Sawdust,Woody biomass,550.00,36.40,NA,NA,45,NA,
Sawdust,Woody biomass,650.00,33.30,NA,NA,45,NA,
Spotted gum wood,Woody biomass,400.00,51.00,NA,NA,45,NA,
Black locust wood,Woody biomass,500.00,24.00,NA,NA,45,NA,
Pine chips,Woody biomass,550.00,30.00,NA,NA,45,NA,
Sawdust,Woody biomass,550.00,28.00,NA,NA,45,NA,
Water oak,Woody biomass,400.00,38.70,NA,NA,45,NA,
Water oak,Woody biomass,600.00,25.80,NA,NA,45,NA,
Water oak,Woody biomass,800.00,25.60,NA,NA,45,NA,
Apple branch,Woody biomass,400.00,28.30,NA,NA,45,NA,
Apple branch,Woody biomass,500.00,15.50,NA,NA,45,NA,
Apple branch,Woody biomass,600.00,28.30,NA,NA,45,NA,
Apple branch,Woody biomass,700.00,15.50,NA,NA,45,NA,
Apple branch,Woody biomass,800.00,15.50,NA,NA,45,NA,
Pine wood shavings,Woody biomass,350.00,32.60,NA,NA,45,NA,
Pine wood shavings,Woody biomass,500.00,17.30,NA,NA,45,NA,
Pine wood shavings,Woody biomass,700.00,15.30,NA,NA,45,NA,
Rubber wood sawdust,Woody biomass,450.00,41.90,NA,NA,45,NA,
Rubber wood sawdust,Woody biomass,550.00,37.20,NA,NA,45,NA,
Rubber wood sawdust,Woody biomass,650.00,32.80,NA,NA,45,NA,
Rubber wood sawdust,Woody biomass,750.00,31.00,NA,NA,45,NA,
Rubber wood sawdust,Woody biomass,850.00,28.90,NA,NA,45,NA,
"Green waste (shredded leaves, twigs, branches)",Herbaceous,300.00,98.40,NA,NA,45,NA,
"Green waste (shredded leaves, twigs, branches)",Herbaceous,450.00,31.30,NA,NA,45,NA,
"Green waste (shredded leaves, twigs, branches)",Herbaceous,450.00,NA,NA,NA,45,NA,
"Green waste (shredded leaves, twigs, branches)",Herbaceous,600.00,27.80,NA,NA,45,NA,
"Green waste (shredded leaves, twigs, branches)",Herbaceous,600.00,24.40,NA,NA,45,NA,
"Green waste (shredded leaves, twigs, branches)",Herbaceous,750.00,24.90,NA,NA,45,NA,
"Green waste (shredded leaves, twigs, branches)",Herbaceous,750.00,26.40,NA,NA,45,NA,
Wood,Woody biomass,300.00,23.70,NA,NA,45,NA,
Wood,Woody biomass,300.00,89.80,NA,NA,45,NA,
Wood,Woody biomass,450.00,43.70,NA,NA,45,NA,
Wood,Woody biomass,450.00,29.20,NA,NA,45,NA,
Bull manure,Animal and human waste,400.00,31.00,NA,NA,45,NA,
Bull manure,Animal and human waste,500.00,26.00,NA,NA,45,NA,
Bull manure,Animal and human waste,600.00,21.00,NA,NA,45,NA,
Poultry manure,Animal and human waste,400.00,67.70,NA,NA,45,NA,
Poultry manure,Animal and human waste,500.00,66.10,NA,NA,45,NA,
Poultry manure,Animal and human waste,600.00,64.90,NA,NA,45,NA,
Digested dairy manure,Animal and human waste,400.00,31.00,NA,NA,45,NA,
Digested dairy manure,Animal and human waste,500.00,26.00,NA,NA,45,NA,
Digested dairy manure,Animal and human waste,600.00,21.00,NA,NA,45,NA,
Raw dairy manure,Animal and human waste,400.00,31.00,NA,NA,45,NA,
Raw dairy manure,Animal and human waste,500.00,26.00,NA,NA,45,NA,
Raw dairy manure,Animal and human waste,600.00,21.00,NA,NA,45,NA,
Poultry litter,Animal and human waste,350.00,59.60,NA,NA,45,NA,
Poultry litter,Animal and human waste,450.00,47.10,NA,NA,45,NA,
Poultry litter,Animal and human waste,550.00,42.00,NA,NA,45,NA,
Poultry litter,Animal and human waste,650.00,40.20,NA,NA,45,NA,
Goat-manure-derived biochar,Animal and human waste,400.00,44.50,NA,NA,45,NA,
Goat-manure-derived biochar,Animal and human waste,500.00,40.60,NA,NA,45,NA,
Goat-manure-derived biochar,Animal and human waste,600.00,37.90,NA,NA,45,NA,
Goat-manure-derived biochar,Animal and human waste,700.00,35.50,NA,NA,45,NA,
Goat-manure-derived biochar,Animal and human waste,800.00,33.80,NA,NA,45,NA,
Elephant grass,Animal and human waste,800.00,35.00,NA,NA,45,NA,
Rice,Herbaceous,700.00,21.90,NA,NA,45,NA,
Straw,Herbaceous,300.00,94.80,NA,NA,45,NA,
Straw,Herbaceous,300.00,36.80,NA,NA,45,NA,
Straw,Herbaceous,450.00,28.50,NA,NA,45,NA,
Straw,Herbaceous,450.00,27.50,NA,NA,45,NA,
Straw,Herbaceous,600.00,25.40,NA,NA,45,NA,
Straw,Herbaceous,600.00,25.20,NA,NA,45,NA,
Straw,Herbaceous,750.00,23.70,NA,NA,45,NA,
Straw,Herbaceous,750.00,24.40,NA,NA,45,NA,
Pine,Woody biomass,400.00,31.00,NA,NA,45,NA,
Pine,Woody biomass,500.00,26.00,NA,NA,45,NA,
Pine,Woody biomass,600.00,21.00,NA,NA,45,NA,
Oak,Woody biomass,400.00,31.00,NA,NA,45,NA,
Oak,Woody biomass,500.00,26.00,NA,NA,45,NA,
Oak,Woody biomass,600.00,21.00,NA,NA,45,NA,
Pine wood,Woody biomass,450.00,26.60,NA,NA,45,NA,
Pine wood,Woody biomass,600.00,15.20,NA,NA,45,NA,
Pine wood,Woody biomass,800.00,9.50,NA,NA,45,NA,
Pitch pine wood chips,Woody biomass,500.00,14.40,NA,NA,45,NA,
Pine sawdust,Woody biomass,400.00,55.00,NA,NA,45,NA,
Pine sawdust,Woody biomass,400.00,55.00,NA,NA,45,NA,
Pine sawdust,Woody biomass,800.00,17.70,NA,NA,45,NA,
Apple tree Branches,Woody biomass,300.00,47.94,NA,NA,45,NA,
Apple tree Branches,Woody biomass,400.00,35.49,NA,NA,45,NA,
Apple tree Branches,Woody biomass,500.00,31.73,NA,NA,45,NA,
Apple tree Branches,Woody biomass,600.00,28.48,NA,NA,45,NA,
Chicken litter,Animal and human waste,600.00,46.00,NA,NA,45,NA,
Dairy manure,Animal and human waste,500.00,54.90,NA,NA,45,NA,
Dairy manure,Animal and human waste,700.00,35.00,NA,NA,45,NA,
Goat manure,Animal and human waste,500.00,44.50,NA,NA,45,NA,
Goat manure,Animal and human waste,800.00,33.80,NA,NA,45,NA,
Human manure,Animal and human waste,700.00,30.60,NA,NA,45,NA,
Swine manure,Animal and human waste,500.00,62.30,NA,NA,45,NA,
Sewage sludge,Animal and human waste,500.00,72.30,NA,NA,45,NA,
Sludge,Animal and human waste,400.00,63.70,NA,NA,45,NA,
Sludge,Animal and human waste,500.00,57.90,NA,NA,45,NA,
Sludge,Animal and human waste,700.00,52.40,NA,NA,45,NA,
Safflower seed press cake,Herbaceous,400.00,34.18,NA,NA,45,NA,
Safflower seed press cake,Herbaceous,600.00,26.06,NA,NA,45,NA,
Safflower seed press cake,Herbaceous,400.00,29.70,NA,NA,45,NA,
Safflower seed press cake,Herbaceous,600.00,24.80,NA,NA,45,NA,
Switchgrass,Herbaceous,450.00,31.30,NA,NA,45,NA,
Switchgrass,Herbaceous,600.00,16.90,NA,NA,45,NA,
Switchgrass,Herbaceous,800.00,11.40,NA,NA,45,NA,
Waste sludge,Animal and human waste,750.00,21.40,NA,NA,45,NA,
Waste sludge,Animal and human waste,850.00,32.80,NA,NA,45,NA,
Waste sludge,Animal and human waste,950.00,52.20,NA,NA,45,NA,
Corn stover,Herbaceous,700.00,10.00,NA,NA,45,NA,
Wheat straw,Herbaceous,500.00,29.80,NA,NA,45,NA,
Grass,Herbaceous,500.00,27.80,NA,NA,45,NA,
Sawdust,Woody biomass,500.00,28.30,NA,NA,45,NA,
Peanut shell,Woody biomass,500.00,32.00,NA,NA,45,NA,
Waterweeds,Herbaceous,500.00,58.40,NA,NA,45,NA,
Chlorella,Herbaceous,500.00,40.20,NA,NA,45,NA,
Waste paper,Woody biomass,500.00,36.60,NA,NA,45,NA,
Wastewater sludge,Animal and human waste,500.00,45.90,NA,NA,45,NA,
Shrimp hull,Animal and human waste,500.00,33.40,NA,NA,45,NA,
Pig manure,Animal and human waste,500.00,38.50,NA,NA,45,NA,
Cow manure,Animal and human waste,500.00,57.20,NA,NA,45,NA,
Lignin,Woody biomass,400.00,56.00,NA,NA,45,NA,
Lignin,Woody biomass,400.00,56.80,NA,NA,45,NA,
Lignin,Woody biomass,500.00,52.80,NA,NA,45,NA,
Lignin,Woody biomass,500.00,53.80,NA,NA,45,NA,
Wheat straw,Herbaceous,600.00,49.00,NA,NA,45,NA,
Wheat straw,Herbaceous,600.00,51.00,NA,NA,45,NA,
Wheat straw,Herbaceous,700.00,47.40,NA,NA,45,NA,
Wheat straw,Herbaceous,700.00,48.60,NA,NA,45,NA,
Wheat straw,Herbaceous,300.00,54.38,NA,NA,45,NA,
Wheat straw,Herbaceous,300.00,55.71,NA,NA,45,NA,
Wheat straw,Herbaceous,400.00,40.47,NA,NA,45,NA,
Wheat straw,Herbaceous,400.00,39.04,NA,NA,45,NA,
Wheat straw,Herbaceous,500.00,35.63,NA,NA,45,NA,
Wheat straw,Herbaceous,500.00,34.83,NA,NA,45,NA,
Wheat straw,Herbaceous,600.00,35.36,NA,NA,45,NA,
Wheat straw,Herbaceous,600.00,35.01,NA,NA,45,NA,
Oil palm fiber,Herbaceous,400.00,37.00,NA,NA,45,NA,
Oil palm fiber,Herbaceous,400.00,36.00,NA,NA,45,NA,
Oil palm fiber,Herbaceous,450.00,34.00,NA,NA,45,NA,
Oil palm fiber,Herbaceous,450.00,32.30,NA,NA,45,NA,
Oil palm fiber,Herbaceous,500.00,32.00,NA,NA,45,NA,
Oil palm fiber,Herbaceous,500.00,32.00,NA,NA,45,NA,
Oil palm fiber pellets,Herbaceous,400.00,39.00,NA,NA,45,NA,
Oil palm fiber pellets,Herbaceous,400.00,39.00,NA,NA,45,NA,
Oil palm fiber pellets,Herbaceous,450.00,34.00,NA,NA,45,NA,
Oil palm fiber pellets,Herbaceous,450.00,35.00,NA,NA,45,NA,
Oil palm fiber pellets,Herbaceous,500.00,32.80,NA,NA,45,NA,
Oil palm fiber pellets,Herbaceous,500.00,34.00,NA,NA,45,NA,
Rice straw,Herbaceous,300.00,39.20,NA,NA,45,NA,
Rice straw,Herbaceous,300.00,47.00,NA,NA,45,NA,
Rice straw,Herbaceous,350.00,35.60,NA,NA,45,NA,
Rice straw,Herbaceous,350.00,42.00,NA,NA,45,NA,
Rice straw,Herbaceous,400.00,34.20,NA,NA,45,NA,
Rice straw,Herbaceous,400.00,38.00,NA,NA,45,NA,
Rice straw,Herbaceous,450.00,33.20,NA,NA,45,NA,
Rice straw,Herbaceous,450.00,37.00,NA,NA,45,NA,
Banana peel,Herbaceous,600.00,36.21,NA,NA,45,NA,
Banana peel,Herbaceous,600.00,36.84,NA,NA,45,NA,
Orange peel,Herbaceous,690.00,26.09,NA,NA,45,NA,
Orange peel,Herbaceous,690.00,27.27,NA,NA,45,NA,
Oil sludge,Animal and human waste,600.00,54.43,NA,NA,45,NA,
Oil sludge,Animal and human waste,600.00,50.19,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,400.00,44.62,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,400.00,49.21,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,500.00,36.79,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,500.00,40.81,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,600.00,33.60,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,600.00,33.55,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,700.00,31.70,NA,NA,45,NA,
Bio-oil distillation residue,Herbaceous,700.00,18.97,NA,NA,45,NA,
Sewage sludge,Biosolid Sludge,700.00,44.40,NA,NA,45,NA,
Sewage sludge,Biosolid Sludge,700.00,40.30,NA,NA,45,NA,
Rice straw chips,Herbaceous,400.00,40.42,NA,NA,45,NA,
Rice straw chips,Herbaceous,400.00,40.35,NA,NA,45,NA,
Rice straw chips,Herbaceous,600.00,33.49,NA,NA,45,NA,
Rice straw chips,Herbaceous,600.00,NA,NA,NA,45,NA,
Pine sawdust briquettes,Woody biomass,600.00,NA,87.81,NA,45,NA,
Pine sawdust briquettes,Woody biomass,600.00,NA,88.92,NA,45,NA,
Pine sawdust briquettes,Woody biomass,600.00,NA,91.13,NA,45,NA,
Pine sawdust briquettes,Woody biomass,600.00,NA,91.91,NA,45,NA,
Pine sawdust briquettes,Woody biomass,600.00,NA,93.51,NA,45,NA,
Rice straw chips,Herbaceous,300.00,NA,45.73,NA,45,NA,
Rice straw chips,Herbaceous,300.00,NA,44.35,NA,45,NA,
Rice straw chips,Herbaceous,400.00,NA,48.05,NA,45,NA,
Rice straw chips,Herbaceous,400.00,NA,46.64,NA,45,NA,
Rice straw chips,Herbaceous,600.00,NA,47.80,NA,45,NA,
Rice straw chips,Herbaceous,600.00,NA,47.03,NA,45,NA,
Cellulose,Herbaceous,400.00,NA,71.30,NA,45,NA,
Cellulose,Herbaceous,400.00,NA,72.60,NA,45,NA,
Cellulose,Herbaceous,500.00,NA,77.30,NA,45,NA,
Cellulose,Herbaceous,500.00,NA,85.00,NA,45,NA,
Cellulose,Herbaceous,600.00,NA,79.20,NA,45,NA,
Cellulose,Herbaceous,600.00,NA,86.00,NA,45,NA,
Red peeper stalk,Herbaceous,650.00,NA,86.63,NA,45,NA,
Red peeper stalk,Herbaceous,650.00,NA,83.85,NA,45,NA,
Sawdust,Woody biomass,700.00,NA,90.60,NA,45,NA,
Sawdust,Woody biomass,700.00,NA,91.00,NA,45,NA,
Rice straw,Herbaceous,700.00,NA,54.30,NA,45,NA,
Rice straw,Herbaceous,700.00,NA,58.5 0,NA,45,NA,
Spent coffee grounds,Herbaceous,700.00,NA,84.00,NA,45,NA,
Spent coffee grounds,Herbaceous,700.00,NA,84.10,NA,45,NA,
Biosolids,Biosolid Sludge,400.00,NA,21.44,NA,45,NA,
Biosolids,Biosolid Sludge,400.00,NA,20.64,NA,45,NA,
Biosolids,Biosolid Sludge,500.00,NA,16.29,NA,45,NA,
Biosolids,Biosolid Sludge,500.00,NA,14.23,NA,45,NA,
Biosolids,Biosolid Sludge,600.00,NA,14.18,NA,45,NA,
Biosolids,Biosolid Sludge,600.00,NA,13.24,NA,45,NA,
Oil palm fiber,Herbaceous,400.00,NA,53.57,NA,45,NA,
Oil palm fiber,Herbaceous,400.00,NA,53.51,NA,45,NA,
Oil palm fiber,Herbaceous,450.00,NA,54.37,NA,45,NA,
Oil palm fiber,Herbaceous,450.00,NA,53.70,NA,45,NA,
Oil palm fiber,Herbaceous,500.00,NA,56.85,NA,45,NA,
Oil palm fiber,Herbaceous,500.00,NA,55.44,NA,45,NA,
Salicornia bigelovii,Herbaceous,550.00,NA,51.09,NA,45,NA,
Salicornia bigelovii,Herbaceous,550.00,NA,57.60,NA,45,NA,
Rice husk,Herbaceous,500.00,47.00,NA,NA,45,NA,
Rice husk,Herbaceous,500.00,31.80,NA,NA,45,NA,
Cotton stalk,Herbaceous,490.00,16.00,NA,NA,45,NA,
Cotton stalk,Herbaceous,600.00,38.00,NA,NA,45,NA,
Rice straw,Herbaceous,500.00,40.00,NA,NA,45,NA,
Rice straw,Herbaceous,600.00,28.00,NA,NA,45,NA,
Wheat straw,Herbaceous,525.00,28.00,NA,NA,45,NA,
Wheat straw,Herbaceous,450.00,43.00,NA,NA,45,NA,
Corn stalks,Herbaceous,500.00,28.00,NA,NA,45,NA,
Corn stalks,Herbaceous,400.00,38.00,NA,NA,45,NA,
Corn corb,Herbaceous,550.00,18.00,NA,NA,45,NA,
Corn corb,Herbaceous,577.00,23.00,NA,NA,45,NA,
Elephant grass,Herbaceous,500.00,29.30,NA,NA,45,NA,
Hazelnut shell,Woody biomass,550.00,31.00,NA,NA,45,NA,
Hazelnut shell,Woody biomass,550.00,28.00,NA,NA,45,NA,
Sugarcane bagasse,Herbaceous,500.00,35.00,NA,NA,45,NA,
Sugarcane bagasse,Herbaceous,420.00,32.60,NA,NA,45,NA,
Switch grass,Herbaceous,510.00,20.00,NA,NA,45,NA,
Switch grass,Herbaceous,500.00,29.30,NA,NA,45,NA,
Walnut shell,Woody biomass,500.00,27.50,NA,NA,45,NA,
Walnut shell,Woody biomass,550.00,40.00,NA,NA,45,NA,
Pine wood,Woody biomass,500.00,14.00,NA,NA,45,NA,
Apple pomace,Herbaceous,700.00,18.00,NA,NA,45,NA,
Apple pomace,Herbaceous,400.00,3.00,NA,NA,45,NA,
Coconut shell,Woody biomass,500.00,39.00,NA,NA,45,NA,
P.juliflora,Woody biomass,450.00,25.00,NA,NA,45,NA,
P.juliflora,Woody biomass,600.00,36.80,NA,NA,45,NA,
Corn Stover,Herbaceous,600.00,NA,70.50,NA,45,NA,
Animal dung,Animal and human waste,800.00,53.10,27.78,14.75,45,32.78,
Pine wood,Woody biomass,400.00,35.30,74.10,26.16,45,58.13,
Wheat straw,Herbaceous,500.00,29.80,62.90,18.74,45,41.65,
Walnut shell,Woody biomass,900.00,NA,55.30,NA,45,NA,
Timothy grass,Herbaceous,450.00,43.00,67.50,29.03,45,64.50,
Sugarcane bagasse,Herbaceous,600.00,NA,76.50,NA,45,NA,
Rice husk,Herbaceous,400.00,NA,37.20,NA,45,NA,
White pine,Woody biomass,500.00,30.00,NA,NA,45,NA,
Fruit cuttings,Herbaceous,600.00,37.50,NA,NA,45,NA,
Fruit cuttings,Herbaceous,600.00,37.00,NA,NA,45,NA,
Fruit cuttings,Herbaceous,600.00,38.00,NA,NA,45,NA,
Fruit cuttings,Herbaceous,750.00,32.50,NA,NA,45,NA,
Fruit cuttings,Herbaceous,750.00,31.00,NA,NA,45,NA,
Fruit cuttings,Herbaceous,750.00,33.00,NA,NA,45,NA,
Fruit cuttings,Herbaceous,900.00,29.00,NA,NA,45,NA,
Fruit cuttings,Herbaceous,900.00,29.00,NA,NA,45,NA,
Fruit cuttings,Herbaceous,900.00,29.50,NA,NA,45,NA,
Switchgrass,Herbaceous,300.00,70.90,NA,NA,45,NA,
Switchgrass,Herbaceous,300.00,65.60,NA,NA,45,NA,
Switchgrass,Herbaceous,400.00,27.30,NA,NA,45,NA,
Switchgrass,Herbaceous,400.00,25.30,NA,NA,45,NA,
Switchgrass,Herbaceous,500.00,12.40,NA,NA,45,NA,
Switchgrass,Herbaceous,500.00,12.30,NA,NA,45,NA,
Barley straw,Herbaceous,400.00,31.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,400.00,34.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,400.00,30.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,400.00,28.50,NA,NA,45,NA,
 Safflower seeds,Herbaceous,450.00,31.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,450.00,29.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,450.00,28.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,500.00,29.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,500.00,27.50,NA,NA,45,NA,
 Safflower seeds,Herbaceous,500.00,26.60,NA,NA,45,NA,
 Safflower seeds,Herbaceous,550.00,28.00,NA,NA,45,NA,
 Safflower seeds,Herbaceous,550.00,26.75,NA,NA,45,NA,
 Safflower seeds,Herbaceous,550.00,25.25,NA,NA,45,NA,
 Safflower seeds,Herbaceous,600.00,26.50,NA,NA,45,NA,
 Safflower seeds,Herbaceous,600.00,25.50,NA,NA,45,NA,
 Safflower seeds,Herbaceous,600.00,24.50,NA,NA,45,NA,
Eucalyptus sawdust,Woody biomass,250.00,37.00,NA,NA,45,NA,
Barley straw,Herbaceous,250.00,0.36,NA,NA,45,NA,
Corn stover,Herbaceous,250.00,88.00,NA,NA,45,NA,
Spruce,Woody biomass,175.00,80.00,NA,NA,45,NA,
Spruce,Woody biomass,200.00,70.00,NA,NA,45,NA,
Spruce,Woody biomass,225.00,NA,NA,NA,45,NA,
Birch,Woody biomass,175.00,NA,NA,NA,45,NA,
Birch,Woody biomass,200.00,NA,NA,NA,45,NA,
Birch,Woody biomass,225.00,NA,NA,NA,45,NA,
Maize silage,Herbaceous,190.00,71.80,NA,NA,45,NA,
Maize silage,Herbaceous,190.00,55.70,NA,NA,45,NA,
Maize silage,Herbaceous,190.00,65.00,NA,NA,45,NA,
Maize silage,Herbaceous,230.00,60.40,NA,NA,45,NA,
Maize silage,Herbaceous,230.00,49.50,NA,NA,45,NA,
Maize silage,Herbaceous,230.00,49.30,NA,NA,45,NA,
Maize silage,Herbaceous,270.00,41.30,NA,NA,45,NA,
Maize silage,Herbaceous,270.00,43.40,NA,NA,45,NA,
Maize silage,Herbaceous,270.00,40.20,NA,NA,45,NA,
Coconut fiber,Herbaceous,220.00,76.60,NA,NA,45,NA,
Coconut fiber,Herbaceous,250.00,65.70,NA,NA,45,NA,
Coconut fiber,Herbaceous,300.00,65.00,NA,NA,45,NA,
Coconut fiber,Herbaceous,350.00,55.78,NA,NA,45,NA,
Coconut fiber,Herbaceous,375.00,59.00,NA,NA,45,NA,
Eucalyptus leaves,Herbaceous,220.00,87.34,NA,NA,45,NA,
Eucalyptus leaves,Herbaceous,250.00,61.12,NA,NA,45,NA,
Eucalyptus leaves,Herbaceous,300.00,61.32,NA,NA,45,NA,
Eucalyptus leaves,Herbaceous,350.00,47.84,NA,NA,45,NA,
Eucalyptus leaves,Herbaceous,375.00,42.78,NA,NA,45,NA,
Pine char,Woody biomass,300.00,NA,NA,NA,45,NA,
Pine char,Woody biomass,400.00,NA,NA,NA,45,NA,
Pine char,Woody biomass,500.00,NA,NA,NA,45,NA,
Olive mill wastewater,Animal and human waste,500.00,NA,92.90,NA,45,NA,
Cow manure,Animal and human waste,300.00,NA,52.97,NA,45,NA,
Rice husk,Herbaceous,300.00,NA,NA,NA,45,NA,
Coffee husk,Herbaceous,350.00,NA,NA,NA,45,NA,
Palm shell,Herbaceous,500.00,NA,NA,NA,45,NA,
Walnut shell,Herbaceous,500.00,NA,NA,NA,45,NA,
Oil palm empty fruit bunches,Herbaceous,300.00,NA,NA,NA,45,NA,
Lignin,Herbaceous,500.00,NA,NA,NA,45,NA,
Redcedar sapwood,Woody biomass,500.00,NA,NA,NA,45,NA,
Redcedar heartwood,Woody biomass,500.00,NA,NA,NA,45,NA,
Rubber wood,Woody biomass,500.00,NA,NA,NA,45,NA,
Woody bamboo,Woody biomass,300.00,NA,NA,NA,45,NA,
Spirulina Sp. alga,Herbaceous,500.00,NA,NA,NA,45,NA,
Corn straw,Herbaceous,550.00,NA,NA,NA,45,NA,
Pine wood,Woody biomass,300.00,NA,NA,NA,45,NA,
